0,465068
1,507632
2,443907
3,803064
4,931671
5,451075
6,462092
7,429615
8,501874
9,540156
10,789848
11,838597
12,596842
13,543210
14,501848
15,815856
16,473522
17,709830
18,698022
19,574286
20,536830
21,485034
22,471697
23,472823
24,811629
25,840645
26,606583
27,517923
28,556847
29,538626
30,467418
31,570960
32,461837
33,832333
34,965219
35,479335
36,508456
37,465972
38,549081
39,568381
40,753684
41,775772
42,622832
43,557224
44,614943
45,976456
46,495531
47,645917
48,663273
49,543385
50,546028
51,498835
52,509002
53,529999
54,844657
55,767268
56,610418
57,541939
58,588401
59,606946
60,757251
61,879358
62,728141
63,1212745
64,1531785
65,763225
66,813614
67,748879
68,895190
69,958184
70,1185748
71,1177911
72,977777
73,857290
74,947510
75,1639310
76,798207
77,968376
78,1022639
79,860828
80,856040
81,775904
82,792767
83,846385
84,1358836
85,1144968
86,968816
87,872036
88,971252
89,961360
90,1144842
91,1308323
92,1137843
93,1756399
94,1993064
95,1166133
96,1191051
97,1126225
98,1324442
99,1362522
100,1704935
101,1767883
102,1417134
103,1275898
104,1337315
105,2135282
106,1192502
107,1466361
108,1493160
109,1314911
110,1316667
111,1222939
112,1246079
113,1255138
114,1869313
115,1714402
116,1412864
117,1274123
118,1391131
119,1386828
120,1008550
121,1170018
122,1006238
123,1376844
124,1633282
125,1003272
126,1070267
127,985726
128,1143127
129,1203235
130,1361414
131,1377508
132,1221777
133,1035228
134,1155791
135,1948650
136,1036940
137,1103125
138,1187597
139,1053637
140,1060004
141,1026764
142,1071418
143,1094241
144,1573865
145,1290825
146,1161221
147,1104297
148,1158089
149,1208680
150,551559
151,638270
152,550426
153,797164
154,896379
155,541111
156,572900
157,538113
158,619000
159,655289
160,789098
161,784440
162,670257
163,593931
164,674084
165,987939
166,570017
167,653453
168,680611
169,604026
170,590112
171,562646
172,580978
173,600733
174,844510
175,772075
176,673428
177,616437
178,651721
179,668185
180,1157522
181,1329540
182,1132649
183,1769845
184,1961658
185,1180025
186,1212859
187,1136114
188,1302266
189,1358671
190,1709979
191,1774009
192,1451648
193,1302489
194,1316936
195,1975708
196,1209038
197,1516783
198,1542933
199,1339446
200,1358235
201,1282951
202,1256600
203,1306865
204,1842349
205,1705049
206,1421626
207,1281147
208,1402116
209,1359108
210,945575
211,1077993
212,925967
213,1471841
214,1727982
215,944238
216,974057
217,900189
218,1065472
219,1102650
220,1443765
221,1516133
222,1145561
223,1046466
224,1090994
225,1805106
226,987267
227,1258659
228,1275853
229,1095901
230,1099393
231,1011113
232,1025116
233,1019268
234,1623958
235,1505554
236,1192325
237,1063561
238,1154404
239,1167269
240,839784
241,1024515
242,808482
243,1584006
244,2060037
245,864107
246,914652
247,838064
248,1035047
249,1053047
250,1593088
251,1650607
252,1186364
253,1044733
254,973299
255,1846683
256,896708
257,1305947
258,1340640
259,1085344
260,1057925
261,955219
262,927709
263,998505
264,1803768
265,1622172
266,1135473
267,979671
268,1117519
269,1134775
270,640820
271,702703
272,628841
273,1107945
274,1336668
275,658544
276,656527
277,625643
278,721977
279,751872
280,1093961
281,1175749
282,818718
283,772353
284,759506
285,1214432
286,671840
287,967775
288,973214
289,755914
290,814684
291,726339
292,703166
293,684019
294,1196050
295,1160728
296,777227
297,686860
298,762092
299,745158
300,918836
301,1046224
302,874560
303,1534365
304,1708074
305,882899
306,933876
307,866117
308,1024256
309,1100426
310,1443387
311,1448749
312,1137489
313,1070151
314,1076845
315,1638479
316,929072
317,1284621
318,1271435
319,1058072
320,1101784
321,1015164
322,1013019
323,998587
324,1605520
325,1488280
326,1118527
327,989671
328,1093942
329,1088980
330,899589
331,1023613
332,878275
333,1187078
334,1331808
335,923141
336,940389
337,900114
338,1018606
339,1066395
340,1203534
341,1203258
342,1079911
343,959197
344,1084348
345,1515147
346,964408
347,999438
348,1056350
349,975081
350,971491
351,927448
352,954250
353,968974
354,1272990
355,1107039
356,1012333
357,998647
358,1064578
359,1066815
360,1262395
361,1454168
362,1230829
363,1882135
364,2271719
365,1331495
366,1341059
367,1258776
368,1460605
369,1514571
370,1888980
371,1927209
372,1552590
373,1403359
374,1473791
375,2393723
376,1336905
377,1546343
378,1616585
379,1398056
380,1432111
381,1372200
382,1394054
383,1376437
384,2120679
385,1853601
386,1510703
387,1402460
388,1558511
389,1487634
390,1059405
391,1223019
392,1050375
393,1792157
394,2111412
395,1090045
396,1121132
397,1053724
398,1235752
399,1280221
400,1727137
401,1831465
402,1390895
403,1277212
404,1322653
405,2147866
406,1114584
407,1513252
408,1519586
409,1216632
410,1355686
411,1190468
412,1191586
413,1164461
414,1982592
415,1782516
416,1298683
417,1152487
418,1278055
419,1216045
420,762625
421,841588
422,752292
423,1130427
424,1250638
425,755099
426,777275
427,741231
428,839264
429,885128
430,1102362
431,1111302
432,922567
433,854184
434,857699
435,1280773
436,795791
437,982901
438,1002332
439,864962
440,875481
441,813715
442,818115
443,834165
444,1196309
445,1103910
446,906065
447,840447
448,894634
449,884986
450,1288452
451,1484794
452,1248600
453,1887462
454,2092847
455,1312197
456,1355698
457,1270932
458,1469514
459,1523141
460,1866068
461,1947345
462,1582515
463,1403133
464,1702969
465,2184884
466,1339157
467,1576660
468,1631180
469,1456253
470,1438166
471,1336375
472,1393428
473,1424126
474,1980044
475,1811159
476,1487133
477,1425861
478,1566069
479,1543315
