0,539113
1,549841
2,481272
3,685692
4,1090145
5,502142
6,488713
7,491125
8,517019
9,528770
10,782813
11,794053
12,577803
13,563953
14,525129
15,839986
16,584379
17,749081
18,779785
19,585562
20,528769
21,484812
22,497640
23,516196
24,973941
25,856999
26,579544
27,531351
28,540900
29,538875
30,580374
31,606851
32,518805
33,701632
34,1189532
35,538840
36,545338
37,508134
38,537272
39,591519
40,741404
41,752455
42,627490
43,637678
44,624346
45,989047
46,619345
47,713835
48,757518
49,586041
50,586400
51,510875
52,531660
53,561079
54,1015971
55,754744
56,608242
57,578820
58,590015
59,596948
60,942728
61,893173
62,866868
63,1047369
64,1845842
65,868241
66,886564
67,817981
68,884731
69,924928
70,1129869
71,1144775
72,975166
73,1033012
74,1056515
75,1706510
76,1016467
77,1089845
78,1157999
79,938280
80,910739
81,786047
82,859473
83,901432
84,1641509
85,1123221
86,993837
87,950734
88,1011195
89,975942
90,1299782
91,1319147
92,1227771
93,1487991
94,2460568
95,1274240
96,1275054
97,1218876
98,1282641
99,1341906
100,1620135
101,1653797
102,1408979
103,1447172
104,1434052
105,2231522
106,1419503
107,1600712
108,1675436
109,1387931
110,1356613
111,1180693
112,1277649
113,1310833
114,2285117
115,1760512
116,1420934
117,1351111
118,1404813
119,1376597
120,1163706
121,1140977
122,1092234
123,1202238
124,2051360
125,1095686
126,1147869
127,1037925
128,1100581
129,1183675
130,1302561
131,1325030
132,1220627
133,1234788
134,1294494
135,1991443
136,1272683
137,1227341
138,1247736
139,1150777
140,1150018
141,1033096
142,1088110
143,1230116
144,1831611
145,1262306
146,1202471
147,1184666
148,1220532
149,1237930
150,649888
151,653663
152,577944
153,714182
154,1116124
155,600646
156,609154
157,582286
158,593719
159,648022
160,748681
161,746109
162,658431
163,679310
164,670211
165,985701
166,666813
167,719567
168,743192
169,632876
170,636578
171,562409
172,592882
173,645531
174,976751
175,778092
176,657946
177,634843
178,635722
179,643326
180,1313488
181,1339510
182,1227795
183,1497316
184,2380242
185,1268860
186,1273777
187,1218047
188,1289183
189,1339888
190,1637445
191,1646154
192,1416746
193,1415353
194,1462484
195,2020173
196,1417114
197,1664468
198,1698359
199,1380898
200,1382661
201,1218764
202,1239264
203,1357190
204,2175707
205,1787297
206,1397329
207,1348069
208,1376285
209,1331692
210,1101958
211,1101430
212,1009466
213,1282015
214,2119698
215,1047791
216,1053358
217,979551
218,1049398
219,1093424
220,1390909
221,1410221
222,1141253
223,1198285
224,1184589
225,1786303
226,1183969
227,1384953
228,1430729
229,1130691
230,1096851
231,936564
232,1021691
233,1109322
234,1935857
235,1489921
236,1162733
237,1104080
238,1137292
239,1107851
240,1022241
241,1046537
242,951660
243,1318463
244,2385829
245,990106
246,991653
247,950798
248,1018359
249,1043014
250,1555089
251,1535370
252,1191750
253,1210051
254,1114095
255,2013731
256,1108510
257,1498946
258,1645709
259,1129134
260,1038191
261,867268
262,937295
263,988695
264,2256998
265,1791672
266,1140675
267,1047397
268,1091168
269,1096879
270,713767
271,731828
272,668919
273,934349
274,1618343
275,714456
276,699412
277,684647
278,733909
279,745634
280,1074360
281,1090842
282,795583
283,813762
284,799034
285,1310827
286,819237
287,1040263
288,1091031
289,802654
290,774675
291,658965
292,690144
293,767264
294,1384506
295,1190551
296,804612
297,739671
298,752895
299,729628
300,1064342
301,1072618
302,940980
303,1293680
304,1986675
305,992563
306,989312
307,935437
308,1003792
309,1055382
310,1379306
311,1397760
312,1126837
313,1149652
314,1143685
315,1690832
316,1118819
317,1396130
318,1450741
319,1092442
320,1047195
321,947519
322,979077
323,1028398
324,1938414
325,1543317
326,1106397
327,1042281
328,1075205
329,1070865
330,1024759
331,1018871
332,962068
333,1074944
334,1659783
335,976775
336,1003572
337,956176
338,984733
339,1068024
340,1126731
341,1138406
342,1070984
343,1078671
344,1162105
345,1518094
346,1164834
347,1083294
348,1074700
349,1026896
350,1054744
351,945414
352,982194
353,1052009
354,1477710
355,1123846
356,1033533
357,1052865
358,1066823
359,1029310
360,1423962
361,1438646
362,1348362
363,1622910
364,2669303
365,1398388
366,1419134
367,1337611
368,1409810
369,1482679
370,1787231
371,1811043
372,1541598
373,1584125
374,1670548
375,2463436
376,1625919
377,1717338
378,1793059
379,1515033
380,1502474
381,1325551
382,1396444
383,1486427
384,2505626
385,1982508
386,1518383
387,1480183
388,1544646
389,1476044
390,1189204
391,1235924
392,1120200
393,1494078
394,2510588
395,1195508
396,1199158
397,1149021
398,1223871
399,1268030
400,1671248
401,1711822
402,1341570
403,1371353
404,1419500
405,2223370
406,1302976
407,1643042
408,1716480
409,1329313
410,1349582
411,1132232
412,1173522
413,1321990
414,2353324
415,1860372
416,1329686
417,1230162
418,1280262
419,1210215
420,845399
421,859053
422,793119
423,981534
424,1546329
425,825416
426,818403
427,798279
428,835300
429,874685
430,1066644
431,1072877
432,903278
433,917768
434,924800
435,1313574
436,926709
437,1032077
438,1073339
439,899056
440,879515
441,783540
442,815884
443,878055
444,1342425
445,1118888
446,903340
447,865701
448,863566
449,863895
450,1507939
451,1507252
452,1407808
453,1672285
454,2611665
455,1407025
456,1422225
457,1362916
458,1438645
459,1524186
460,1781998
461,1780446
462,1586516
463,1601820
464,1856376
465,2298806
466,1630718
467,1769863
468,1832898
469,1537592
470,1519881
471,1366650
472,1446437
473,1520597
474,2428145
475,1926040
476,1561100
477,1521937
478,1560352
479,1549931
